Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.3.2.6,con,continued israeli occupation of the west bank prevents the authoritarian islamist group hamas from taking over the area,"[0, 5, 8, 1, 1]", 4,3,palestine,15,1.9,israeli occupation leads to significant harms for palestinian people,3.0,pro,0,0
1.3.3.3.3,con,the palestinian authority engages in brutal suppression of palestinians in order to maintain its power this does not contribute to stability,"[0, 3, 6, 5, 0]", ,4,palestine,14,2.1,the palestinian authority is forced to be undemocratic in order to ensure some semblance of stability this may change after recognition,0.0,con,0,0
1.3.3.3.3.1.1,pro,the pa s preventive security and general intelligence security agencies violate the basic rights of journalists and limit their ability to perform their reporting duties this is aimed at censoring free speech and minimizing reports of their own abuses,"[0, 0, 0, 12, 1]", ,6,palestine,13,3.1,the palestinian authority is increasingly moving towards establishing a police state,0.0,pro,0,0
1.3.3.3.3.1.2,pro,palestinian security forces violently and brutally suppress peaceful protests excessive force by security forces in quashing any activism has been used for many years,"[0, 0, 2, 11, 1]", ,6,palestine,14,2.9,the palestinian authority is increasingly moving towards establishing a police state,0.0,pro,0,0
1.3.3.3.4.2,pro,a 2016 poll of palestinians in the west bank and gaza strip found that 95 5 percent believe that there is corruption in the palestinian authority government,"[0, 0, 7, 7, 0]", ,5,palestine,14,2.5,corruption and patronage politics is widespread and endemic in the palestinian authority this may be very difficult to remediate regardless the recognition of palestine,0.0,con,0,0
1.3.3.3.4.3,pro,when employees express criticism of pa policies they are often forced into early retirement denied salary payments or removed from their posts,"[0, 0, 3, 11, 0]", ,5,palestine,14,2.8,corruption and patronage politics is widespread and endemic in the palestinian authority this may be very difficult to remediate regardless the recognition of palestine,0.0,con,0,0
1.3.3.3.5.2,pro,abbas has not openly cultivated a successor which may lead to a violent succession struggle and worse governance,"[0, 2, 5, 7, 0]", ,5,palestine,14,2.4,president mahmoud abbas is serving his 16th year of a supposed four year term he has not called for elections and instead chooses to rule by presidential decree,0.0,con,0,0
1.3.5.1,pro,similar territories are recognised as disputed yet only the west bank is designated as an occupation,"[2, 3, 8, 2, 1]", 9,3,palestine,16,1.8,palestinian territories are not occupied but disputed territories,0.0,con,1,0
1.3.5.1.1,pro,kashmir just like palestine was disputed from its very inception the conflict s origins overlap conceptually,"[0, 2, 11, 2, 0]", ,4,palestine,15,2.0,similar territories are recognised as disputed yet only the west bank is designated as an occupation,1.8,pro,0,0
1.3.5.2.1,pro,the land of israel concept has been invoked by the founders of the state of israel it often surfaces in political debates on the status of the west bank,"[0, 0, 0, 2, 0]", ,4,palestine,2,3.0,according to the views of most adherents of religious zionism and to certain streams of orthodox judaism occupied territories do not and cannot exist because all of the land of israel belongs to the jews,0.0,pro,0,0
1.3.5.2.2,pro,an extreme position held by many conservative jews as well as conservative christians is that the presence of palestinians in the west bank impedes god s will,"[0, 0, 1, 1, 0]", ,4,palestine,2,2.5,according to the views of most adherents of religious zionism and to certain streams of orthodox judaism occupied territories do not and cannot exist because all of the land of israel belongs to the jews,0.0,pro,0,0
1.3.5.3,pro,occupied territories are territories captured in war from an established and recognized sovereign nation israeli presence in the west bank does not meet this criterion,"[2, 9, 4, 0, 0]", 21,3,palestine,15,1.1,palestinian territories are not occupied but disputed territories,0.0,con,0,2
1.3.5.3.1.1,pro,the boundaries marked by the 1949 armistice agreement signed by israel and egypt after the 1948 war were simply indicative of where the egyptian and israeli armies were this left the territories up for negotiation,"[0, 3, 4, 7, 0]", 5,5,palestine,14,2.3,none of the armistice agreements after the 1948 war created political borders this task was supposed to be taken care of by later negotiations as such the current borders are illegitimate,0.0,pro,0,0
1.3.5.3.3,con,the argument that the lack of a previous sovereign invalidates the description of the status quo as an occupation is known as the missing reversioner thesis it is neither consistent with legal opinion nor accepted by the international community,"[0, 0, 2, 12, 0]", 15,4,palestine,14,2.9,occupied territories are territories captured in war from an established and recognized sovereign nation israeli presence in the west bank does not meet this criterion,1.1,pro,0,0
1.3.5.3.4,con,the occupation was the result of israel s war of aggression and conquest and not as oftentimes argued of a preventive and legitimate war for the purpose of self defense,"[0, 2, 3, 9, 0]", 129,4,palestine,14,2.5,occupied territories are territories captured in war from an established and recognized sovereign nation israeli presence in the west bank does not meet this criterion,1.1,pro,1,0
1.3.5.3.4.1,pro,israel attempted to actively conceal laws that it had passed to effectively take over east jerusalem the israeli foreign ministry told its ambassadors to refer to the annexation as municipal fusion,"[0, 0, 0, 4, 0]", 30,5,palestine,4,3.0,the occupation was the result of israel s war of aggression and conquest and not as oftentimes argued of a preventive and legitimate war for the purpose of self defense,2.5,con,0,0
1.3.5.3.4.4.1.1,pro,israel would not have had time to mobilise its reserve troops in case of a surprise attack reducing its ability to defend itself against a first strike by the arab nations,"[0, 0, 4, 10, 0]", ,7,palestine,14,2.7,before israel struck the arab forces it was surrounded by approximately 250 000 troops more than two thousand tanks and seven hundred aircraft p 51 the israeli army could not indefinitely remain fully mobilised it had no choice but to attack,0.0,pro,0,0
1.3.5.3.4.4.2.2.1,pro,israel tried to keep jordan out of the war with egypt to avoid fighting a two front war,"[0, 1, 4, 2, 0]", ,8,palestine,7,2.1,it was only after jordan had blocked off jerusalem s roads and cut off their access to water that israel responded and captured the city,0.0,pro,0,0
1.3.5.3.4.4.2.2.2,con,jordan was bound by a mutual defense treaty with egypt and as such was obliged to act when israel attacked egypt the war over the west bank was therefore not a defensive one for israel,"[0, 2, 3, 2, 0]", ,8,palestine,7,2.0,it was only after jordan had blocked off jerusalem s roads and cut off their access to water that israel responded and captured the city,0.0,pro,0,0
1.3.5.4,con,israeli occupation of palestinian territories has been repeatedly acknowledged by international institutions such as the un and the international community,"[0, 2, 2, 10, 3]", 13,3,palestine,17,2.8,palestinian territories are not occupied but disputed territories,0.0,con,0,0
1.4,con,recognizing palestine while it is partially ruled by hamas is equivalent to legitimizing a terrorist organization,"[18, 12, 7, 12, 44]", 35,1,palestine,93,2.6,the us should recognize palestine as a state,2.6,None,1,1
1.4.1.2.2.1,pro,hezbollah is designated a foreign terror organisation by the us,"[0, 0, 5, 8, 0]", 5,5,palestine,13,2.6,hezbollah exerts massive amounts of control over lebanon however the us still recognizes lebanon s statehood,0.0,pro,0,0
1.4.1.2.2.3,con,us recognition of lebanon predates the founding of hezbollah which occurred in 1982,"[0, 3, 10, 0, 1]", ,5,palestine,14,1.9,hezbollah exerts massive amounts of control over lebanon however the us still recognizes lebanon s statehood,0.0,pro,0,0
1.4.1.2.2.4,con,whereas hamas controls the gaza strip the influence of hezbollah in lebanon is smaller and concerns mainly day to day affairs it holds merely 9 of the seats in parliament provides only two out of 30 ministers and neither the prime minister nor president,"[0, 3, 9, 1, 0]", 1,5,palestine,13,1.8,hezbollah exerts massive amounts of control over lebanon however the us still recognizes lebanon s statehood,0.0,pro,0,0
1.4.1.2.5.1,pro,not only would the designation of a state sponsor of terrorism probably be not particularly problematic it is also unlikely even if organizations like hamas are categorized as sponsors of terrorism it is hard to imagine that this label would be applied to palestine as a whole,"[2, 0, 0, 1, 0]", 9,5,palestine,3,1.0,the united states recognizes governments which it has classified as state sponsors of terrorism syria iran north korea and cuba these states pose a very real threat to the us and therefore should be designated as such,0.0,pro,0,0
1.4.1.2.5.2,pro,the usa has also been involved in state sponsored terrorism regime change and war since its inception yet that didn t lead other states to call into question american statehood the same should be the case for palestine,"[1, 0, 0, 5, 0]", 5,5,palestine,6,2.5,the united states recognizes governments which it has classified as state sponsors of terrorism syria iran north korea and cuba these states pose a very real threat to the us and therefore should be designated as such,0.0,pro,0,0
