;Level;Stance;Claim;Votes
453;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
454;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
455;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
456;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
457;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
458;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
459;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
460;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
461;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
462;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
463;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '0', '0', '0', '1']
464;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
465;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
466;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
467;1.0;con;There is no generally accepted definition of 'personhood', but this argument hinges on one particular definition.;['1', '2', '1', '2', '4']
468;1.0;con;All arguments for or against abortion are dependent upon a specific definition of personhood. At its roots, it is personhood itself that is being debated. Thus it is not valid to dispute one argument but not another on this basis.;['0', '0', '1', '0', '0']
469;1.0;con;"The definitions of ""personhood"" in which the fetus is a person in a philosophically meaningful sense are philosophically inferior to those in which a fetus is not a person.";['0', '0', '1', '0', '0']
470;1.0;pro;If a fetus is defined as a person, it may follow that other biological entities are persons, including bacteria, plants or some animals. As those don't meet the intuitive or conventional notion of persons, such a definition is inferior to one that meets the intuitive notion.;['0', '0', '1', '0', '0']
471;1.0;con;While fetuses may not be considered people, the law has still given them rights in certain situations.;['0', '3', '0', '0', '1']
472;1.0;pro;Fetal protection policies were used to bar women from working in roles that could cause harm to embryos or fetuses.;['1', '0', '2', '1', '1']
473;1.0;con;The US Supreme Court determined that such policies were a form of sexual discrimination which violated the Civil Rights Act.;['0', '0', '1', '0', '1']
474;1.0;pro;The Unborn Victims of Violence Act recognises fetuses as legal victims if they are injured or killed as the result of a federal crime of violence.;['0', '0', '3', '1', '1']
475;1.0;pro;Some states in the US have held women criminally liable for using illegal drugs that harm the fetus, therefore recognising that the fetus does have some right to not be harmed.;['1', '1', '2', '0', '1']
476;1.0;con;Laws can and do change and thus cannot stand as evidence for or against what should be the case.;['0', '0', '1', '0', '0']
477;1.0;con;This is a matter of public vote, not moral or scientific fact. So it’s somewhat cyclical to offer this as a pro-choice argument. The point at which we deem something alive is probably the most important point in the discussion of whether that thing should receive rights.;['0', '0', '2', '1', '1']
478;1.0;con;"The biological definition of ""life"" serves a scientific purpose, and does not bestow any philosophical value on an object unless people decide that it does. Even if the deciding factor is deeming the fetus ""alive"", it will be a separate debate from what biologists consider useful to label as ""alive"".";['0', '0', '2', '1', '0']
479;1.0;con;The public should not arbitrarily decide via a vote what is, and is not a life. They are often not qualified to do so. Scientists are qualified to do so, their expertise should not be dismissed in order to appease uninformed citizens.;['1', '0', '2', '1', '0']
480;1.0;con;Tonsils and tumors are genetically human, yet it is not immoral to excise and destroy them. Thus, being genetically human is not sufficient.;['0', '0', '1', '0', '1']
481;1.0;pro;Having different DNA does not mean it is a separate and valid life by any means. Bacteria and some cancers have different DNA and we commonly remove it when it is growing unwanted in the human body.;['0', '0', '1', '0', '0']
482;1.0;con;Tonsils and tumors are not an entire human organism, just a part. The argument is that it is immoral to destroy an entire human organism, which a baby is.;['0', '0', '1', '0', '0']
483;1.0;pro;Human development is a continuum, except at conception and at birth, which are the only possible candidates for the beginning of personhood. Many people agree that late-term fetuses are persons, meaning that personhood must begin at conception.;['3', '2', '1', '0', '4']
484;1.0;con;There is a discontinuity. At first the fetus is unable to survive on its own outside the body of the mother. Then at some point the baby is able to survive on its own.;['2', '0', '2', '0', '1']
485;1.0;con;It is not entirely clear at what stage during the pregnancy this occurs, making it difficult to draw a line about when abortion would and would not be acceptable based on this.;['0', '0', '2', '0', '1']
